,Course,Description,Image,Instructor,Link,Price,PrimaryCategory,PrimaryCategoryID,PrimarySubcategory,PrimarySubcategoryID,Rating
510,Vim Masterclass,"Mastering the vi and Vim Editors on the Linux, Unix, Mac, and Windows Operating Systems",https://udemy-images.udemy.com/course/480x270/1084120_c196_2.jpg,Jason Cannon,/vim-commands-cheat-sheet/,$199.99,Development,288,Development Tools,362,4.75
511,Anatomy for Figure Drawing: Mastering the Human Figure,This is what you need to learn in order to draw figures like a pro and land that dream job. ,https://udemy-images.udemy.com/course/480x270/62721_eed7_7.jpg,Neil Fontaine,/anatomy-for-figure-drawing-and-comics/,$94.99,Design,269,Graphic Design,110,4.44
512,Cluster Analysis and Unsupervised Machine Learning in Python,"Data science techniques for pattern recognition, data mining, k-means clustering, and hierarchical clustering, and KDE.",https://udemy-images.udemy.com/course/480x270/825684_ee00.jpg,Lazy Programmer Inc.,/cluster-analysis-unsupervised-machine-learning-python/,$119.99,Business,268,Data & Analytics,44,4.6
513,Blender Character Creator - Make 3D Animations From Scratch,"Learn Blender basics, rigging and exporting to game engines.",https://udemy-images.udemy.com/course/480x270/1356020_2c30.jpg,Michael Bridges,/blendercharacters/,$99.99,Development,288,Game Development,14,4.8
514,Master Object Oriented Design in Java - Homework + Solutions,Don't just learn Java! Learn to write practical industry standard object oriented software and super charge your career!,https://udemy-images.udemy.com/course/480x270/359550_ab12_12.jpg,Imtiaz Ahmad,/mastering-object-oriented-design-in-java/,$199.99,Development,288,Programming Languages,12,4.64
515,Linux Shell Scripting: A Project-Based Approach to Learning,"Learn how to shell script through project-based training (Bash Scripting, Bash Programming, Grep, Awk, and More)",https://udemy-images.udemy.com/course/480x270/1349660_ecfb_4.jpg,Jason Cannon,/linux-shell-scripting-projects/,$199.99,IT & Software,294,Operating Systems,138,4.49
516,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,Forex Robots - Learn the secrets to making 175% on a real Forex Account with Forex Trading Systems. Metatrader 4 EA,https://udemy-images.udemy.com/course/480x270/260470_bdcc_8.jpg,Kirill Eremenko,/backtesting/,$199.99,Business,268,Finance,24,4.52
517,Internationally Accredited Diploma Certificate in Nutrition,Learn how to eat healthy and understand the fundamentals of nutrition science,https://udemy-images.udemy.com/course/480x270/1504862_475f_3.jpg,Akash Sehrawat,/internationally-accredited-diploma-certificate-in-nutrition/,$199.99,Health & Fitness,276,Nutrition,228,4.45
518,React - Mastering Test and Behavior Driven Development,"Upgrade your React skills with Test and Behavior Driven Development! Jest, Enzyme, Redux, middleware, ES6, & more!",https://udemy-images.udemy.com/course/480x270/1345720_9586_3.jpg,David Katz,/react-tdd/,$99.99,Development,288,Web Development,8,4.47
519,Learn Bootstrap By Building Projects - Includes Bootstrap 4,Master Responsive Web Development Using Bootstrap 3 and Bootstrap 4 While Building Real Life projects,https://udemy-images.udemy.com/course/480x270/427530_d0e0_3.jpg,Eduonix Learning Solutions,/learn-bootstrap-development-by-building-10-projects/,$59.99,Development,288,Web Development,8,4.32
520,Become a Web Developer from Scratch,This course covers all you need to know about becoming a top skilled web developer even if you never programmed before!,https://udemy-images.udemy.com/course/480x270/11174_cbb1_116.jpg,Victor Bastos,/how-to-become-a-web-developer-from-scratch/,$199.99,Development,288,Web Development,8,4.42
521,Data Structure and  Algorithms Analysis - Job Interview,"Write code that run faster, use less memory and prepare for Job Interview",https://udemy-images.udemy.com/course/480x270/1056766_fcd4_4.jpg,Hussein Al Rubaye,/data-structure-and-algorithms-analysis/,$199.99,Development,288,Programming Languages,12,4.59
522,Master Microsoft Word Beginner to Advanced,"Master the most popular Word Processing tool, Microsoft Word. Microsoft Word 2010, Word 2013, Word 2016",https://udemy-images.udemy.com/course/480x270/1235430_7a1d_3.jpg,Kyle Pew,/microsoft-word-from-beginner-to-advanced-and-beyond/,$149.99,Office Productivity,292,Microsoft,96,4.7
523,Become a WordPress Developer: Unlocking Power With Code,"Learn PHP, JavaScript, WordPress theming & the WP REST API to Create Custom & Interactive WordPress Websites",https://udemy-images.udemy.com/course/480x270/1010586_b622_3.jpg,Brad Schiff,/become-a-wordpress-developer-php-javascript/,$199.99,Development,288,Web Development,8,4.82
524,Google Analytics Certification: Get Certified in Just 2 Days,"Become Google Analytics Certified in Just 2 Days to Secure Your Next Interview, Promotion or Client!",https://udemy-images.udemy.com/course/480x270/328386_6809_11.jpg,Daragh Walsh,/google-analytics-certification/,$199.99,Marketing,290,Analytics & Automation,72,4.43
525,2018 Complete Public Speaking Masterclass For Every Occasion,"TJ Walker's Incredibly Thorough and Comprehensive Public Speaking Course for Every Situation, Audience and Skill Level",https://udemy-images.udemy.com/course/480x270/1576710_292f_5.jpg,TJ Walker,/the-complete-public-speaking-masterclass-for-every-occasion/,$199.99,Personal Development,296,Influence,166,4.79
526,Adobe InDesign CC: Your Complete Guide to InDesign,"Become an Adobe InDesign CC Master: Learn the complete InDesign workflow to create PDFs, eBooks, pamphlets, and more!",https://udemy-images.udemy.com/course/480x270/1351634_7dc7_3.jpg,Phil Ebiner,/adobe-indesign-course/,$199.99,Design,269,Design Tools,112,4.54
527,Arts Therapy : Arts Therapy For Self-Exploration (Part 2),Arts Therapy: Understanding Art Therapy / Therapeutic Art and The Healing Process of Therapeutic Art (Part 2),https://udemy-images.udemy.com/course/480x270/862874_9ec1_4.jpg,Libby Seery - Founder of Renaissance Life Therapies,/art-and-colouring-for-adults/,$199.99,Personal Development,296,Creativity,164,4.62
528,Learning Data Structures in JavaScript from Scratch,Write more efficient & performant code by learning data structures.  Be well prepared for technical interview questions.,https://udemy-images.udemy.com/course/480x270/973918_93b1_2.jpg,Eric Traub,/learning-data-structures-in-javascript-from-scratch/,$174.99,Development,288,Software Engineering,20,4.69
529,The Complete Finance Manager Course 2018,"Financial Management, ERP systems, Accounting, Capital budgeting, Presentation design, Management, and Negotiation",https://udemy-images.udemy.com/course/480x270/1461614_93be_4.jpg,365 Careers,/the-complete-finance-manager-course/,$194.99,Business,268,Finance,24,4.51
530,Nutrition Masterclass: Build Your Perfect Diet & Meal Plan,"Learn The Truth About Nutrition, Dieting For Weight Loss, Building Muscle, Healthy Eating, Meal Planning, Fat Loss",https://udemy-images.udemy.com/course/480x270/1289968_6b08_2.jpg,Felix Harder,/nutrition-masterclass-build-your-perfect-diet-meal-plan/,$99.99,Health & Fitness,276,Nutrition,228,4.51
531,Options Trading - How to Win with Weekly Options,An Exact Blueprint for Options Trading Success,https://udemy-images.udemy.com/course/480x270/627540_bb3c_7.jpg,Jeff Tompkins,/work-from-home-setup-your-own-options-trading-business/,$114.99,Business,268,Finance,24,4.25
532,Writing Tools & Hacks: Copywriting/Blogging/Content Writing,"The best FREE writing tools & apps + Hacks to take your copywriting, blogging, & content writing to the next level.",https://udemy-images.udemy.com/course/480x270/1331661_87ad_2.jpg,Tyler Speegle,/writing-tools-hacks/,$194.99,Marketing,290,Content Marketing,80,4.45
533,WordPress for Beginners: Your Guide to WordPress Websites,"Create your own Wordpress website: no experience, programming, or coding necessary.  Join our complete WordPress course!",https://udemy-images.udemy.com/course/480x270/1109602_1ef3_4.jpg,Phil Ebiner,/the-complete-wordpress-for-beginners-course/,$199.99,Design,269,Web Design,6,4.59
534,Become a Junior Java Software Developer,Complete practical and conceptual Java programming course for beginners | Coupons Inside!,https://udemy-images.udemy.com/course/480x270/1309166_f0f6_7.jpg,Tim Short,/become-a-junior-java-software-developer/,$174.99,Development,288,Programming Languages,12,4.42
535,Learn Spring Boot - Rapid Spring Application Development,Spring Boot gives you all the power of the Spring Framework without all of the complexity. Start writing apps today!,https://udemy-images.udemy.com/course/480x270/627032_1fbe_7.jpg,Dan Vega,/spring-boot-intro/,$199.99,Development,288,Programming Languages,12,4.35
536,Selenium WebDriver With Java - Novice To Ninja + Interview,"Join the ""Top Rated Best Selenium Course"" - Basics To Advanced Level With POM, Grid, Maven, Jenkins, Interviews",https://udemy-images.udemy.com/course/480x270/246652_50e9_4.jpg,Lets Kode It,/selenium-webdriver-with-java-testng-and-log4j/,$199.99,Development,288,Software Testing,18,4.63
537,Alibaba - How To Succeed At Importing Products,Entrepreneur guide to big profits importing products from overseas using Alibaba,https://udemy-images.udemy.com/course/480x270/365516_6c7e.jpg,Larry VanDenHandel,/import-from-alibaba/,$89.99,Business,268,Entrepreneurship,26,4.56
538,SAP HANA SQL & SQL Scripting,Learn how to develop SAP HANA Database Skills using SQL & SQL Scripting,https://udemy-images.udemy.com/course/480x270/1278916_a389_3.jpg,Time4HANA (T4H),/sap-hana-sql/,$139.99,IT & Software,294,Other,140,4.69
539,The Complete Web Developer Bootcamp - Beginner to Expert,"Complete web development training. Get hired by building real apps with HTML, CSS, JS, Rails in this immersive course.",https://udemy-images.udemy.com/course/480x270/390866_7f55_3.jpg,Robeen Dey,/job-ready-web-developer/,$189.99,Development,288,Web Development,8,4.42
540,"CSS - The Complete Guide (incl. Flexbox, Grid & Sass)",Learn CSS for the first time or brush up your CSS skills and dive in even deeper. EVERY web developer has to know CSS.,https://udemy-images.udemy.com/course/480x270/1561458_7f3b.jpg,Maximilian Schwarzmüller,/css-the-complete-guide-incl-flexbox-grid-sass/,$199.99,Design,269,Web Design,6,5.0
541,The Full JavaScript & ES6 Tutorial - (including ES7 & React),"The most in-depth course on ES6 around. Start with JavaScript, deep-dive into ES6, & even more (Webpack, ES7, & React)!",https://udemy-images.udemy.com/course/480x270/1105822_de56_4.jpg,David Katz,/es6-in-depth/,$99.99,Development,288,Programming Languages,12,4.44
542,"Reiki Level I, II and Master Certification | Energy Healing","Become a Certified Usui Reiki Practitioner | Heal Yourself, Family, Friends, Clients, Pets and More with Loving Energy!",https://udemy-images.udemy.com/course/480x270/875612_0144_5.jpg,Melissa Crowhurst,/reiki-master-certification-energy-healing/,$144.99,Personal Development,296,Personal Transformation,142,4.8
543,The Complete Digital Marketing Course 2.0 - 15 Courses in 1,"Grow Your Income with Digital Marketing: Social Media Marketing, Instagram, SEO, Email Marketing, Adwords & More!",https://udemy-images.udemy.com/course/480x270/1427000_3fdb_3.jpg,Daragh Walsh,/digital-marketing-course-online/,$199.99,Marketing,290,Digital Marketing,62,4.54
544,Facebook Marketing: A Step-by-Step to Your First 1000 Fans!,Facebook Marketing 2015: The Leading Facebook Strategies Proven to Attract 1000 Relevant & Genuine Facebook Likes!,https://udemy-images.udemy.com/course/480x270/194754_70fc_19.jpg,Benjamin Wilson,/facebook-pages/,$199.99,Marketing,290,Social Media Marketing,66,4.36
545,The Complete Instagram Marketing Masterclass 2018,"Become an Instagram leader, crush your competitors, dominate Instagram Marketing and create a raving fans community.",https://udemy-images.udemy.com/course/480x270/1491476_0221_6.jpg,Diego Davila,/instagram-marketing-training/,$199.99,Marketing,290,Social Media Marketing,66,4.73
546,101 Crucial Lessons They Don't Teach You In Business School,"Forbes said ""1 of 6 Books Every Entrepreneur Needs to Read Right Now"". These concepts are not taught in MBA schools!",https://udemy-images.udemy.com/course/480x270/637932_22ad_20.jpg,Chris Haroun,/101-crucial-lessons-they-dont-teach-you-in-business-mba-school/,$49.99,Business,268,Entrepreneurship,26,4.46
547,"DevOps: CI/CD with Jenkins pipelines, Maven, Gradle","Build continuous integration, continuous delivery and DevOps pipelines with Java, Gradle, Maven, Artifactory & Sqitch.",https://udemy-images.udemy.com/course/480x270/1315262_b3cb.jpg,TetraTutorials Team,/devops-and-continuous-integration-with-jenkins-pipelines/,$194.99,Development,288,Development Tools,362,4.48
548,EFT  & TFT Tapping Practitioner Certification (Beginner-Pro),EFT & TFT Tapping Practitioner Certification - Discover the power of EFT & TFT Tapping in this Certification Course,https://udemy-images.udemy.com/course/480x270/1530834_705f.jpg,Graham Nicholls,/eft-tft-tapping-practitioner-certification-beginner-pro-eft/,$194.99,Lifestyle,274,Other,194,4.8
549,The Ultimate Guide to Cinematography with Unity,"Created in partnership with Unity Technologies: Master Timeline, Cinemachine, & C#. Develop a stealth adventure game!",https://udemy-images.udemy.com/course/480x270/1593440_ed91_2.jpg,Jonathan Weinberger,/theultimate-guide-to-cinematography-with-unity/,$194.99,Development,288,Game Development,14,4.53
550,JavaScript Interview Prep: Practice Problems,Ace your next JavaScript coding interview by doing practice questions.  Learn important javascript skills & concepts.,https://udemy-images.udemy.com/course/480x270/1493228_a57c_3.jpg,Eric Traub,/javascript-interview-prep/,$174.99,Development,288,Software Engineering,20,4.75
551,Acumen Presents: Seth Godin's Leadership Workshop,Learn the concrete steps to lead change and create an alternative future for yourself and others.,https://udemy-images.udemy.com/course/480x270/751602_52ec.jpg,+Acumen Courses,/seth-godins-leadership-workshop/,$99.99,Personal Development,296,Leadership,146,4.42
552,Business Analyst: Essential Modeling Skills & Techniques,"Learn to create Process Flowcharts, User Stories, Use Cases, SWOT Analysis, RACI Matrix, Scoring Matrices, and more!",https://udemy-images.udemy.com/course/480x270/1025822_5df6_2.jpg,Jeremy Aschenbrenner | The BA Guide,/visual-modeling-master-class/,$134.99,Business,268,Data & Analytics,44,4.44
553,Become a Certified Web Developer,"Complete coverage of HTML, CSS, Javascript and PHP for the Certified Web Developer Exam.",https://udemy-images.udemy.com/course/480x270/11475_9dac_12.jpg,"LearnToProgram, Inc.",/become-a-certified-web-developer/,$99.99,Development,288,Web Development,8,4.41
